"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.609046280E1,1.389385164E-1,2.371007800E-1,1.006013584E1
5.609295170E1,1.362450421E-1,1.988683790E-1,1.006514931E1
5.609545178E1,1.553986520E-1,2.105401158E-1,1.002803898E1
5.609792130E1,1.349731237E-1,1.865232736E-1,9.998261452E0
5.610044193E1,1.254711300E-1,1.911620349E-1,9.970802307E0
5.610293733E1,1.206079125E-1,1.815852374E-1,9.960028648E0
5.610543774E1,1.383399665E-1,1.572691202E-1,9.902867317E0
5.610792712E1,1.347486675E-1,1.513584405E-1,9.902867317E0
5.611040926E1,1.323544681E-1,1.523310840E-1,9.862240791E0
5.611291634E1,1.132756695E-1,1.546504647E-1,9.843087196E0
5.611541194E1,1.215805560E-1,1.399859786E-1,9.799018860E0
5.611790625E1,1.370680481E-1,1.409586221E-1,9.763180733E0
5.612037565E1,1.155202314E-1,1.253963113E-1,9.748889923E0
5.612285819E1,1.202338189E-1,1.241243929E-1,9.740509987E0
5.612538688E1,1.179144308E-1,1.263689548E-1,9.707066536E0
5.612788639E1,1.274912357E-1,1.287631541E-1,9.713051796E0
5.613038053E1,1.178396121E-1,1.179144308E-1,9.692775726E0
5.613287630E1,1.322796494E-1,1.309329122E-1,9.680805206E0
5.613537044E1,1.431283653E-1,1.512836218E-1,9.695020676E0
5.613786592E1,1.322796494E-1,1.345242113E-1,9.680805206E0
5.614033540E1,1.217301935E-1,1.644517332E-1,9.685368538E0
5.614281575E1,1.265185922E-1,1.595136821E-1,9.667487144E0
5.614532499E1,1.383399665E-1,1.511339843E-1,9.675941467E0
5.614780757E1,1.240495741E-1,1.548749208E-1,9.692625999E0
5.615031478E1,1.230769306E-1,1.859247237E-1,9.681702614E0
5.615280944E1,1.266682297E-1,1.836053431E-1,9.700856209E0
5.615530424E1,1.230769306E-1,1.860743612E-1,9.717540741E0
5.615782560E1,1.266682297E-1,1.896656603E-1,9.716343880E0
5.616031978E1,1.170914248E-1,1.813607812E-1,9.721132278E0
5.616277311E1,1.184381619E-1,2.017863095E-1,9.742530823E0
5.616528544E1,1.387888789E-1,2.158522457E-1,9.741482735E0
5.616780534E1,1.255459487E-1,1.981201917E-1,9.760636330E0
5.617029988E1,1.161936000E-1,2.231844962E-1,9.762881279E0
5.617279418E1,1.257704049E-1,2.255038768E-1,9.756970406E0
5.617525634E1,1.257704049E-1,2.292448133E-1,9.778443336E0
5.617775935E1,9.943418950E-2,2.222118527E-1,9.780838013E0
5.618027864E1,1.019780263E-1,2.388964444E-1,9.775974274E0
5.618277461E1,9.853636473E-2,2.603694201E-1,9.772233963E0
5.618526863E1,9.711480886E-2,2.341080308E-1,9.781959534E0
5.618773921E1,1.174655184E-1,2.365770489E-1,9.797447205E0
5.619023315E1,1.019780263E-1,2.389712632E-1,9.791461945E0
5.619275350E1,9.726444632E-2,2.475005984E-1,9.815329552E0
5.619524926E1,7.930792868E-2,2.426373810E-1,9.800964355E0
5.619775915E1,9.000702202E-2,2.415899187E-1,9.820117950E0
5.620022188E1,9.718962759E-2,2.403928190E-1,9.829694748E0
5.620270914E1,8.768763393E-2,2.498947978E-1,9.820042610E0
5.620518477E1,9.733926505E-2,2.617909908E-1,9.816451073E0
5.620772404E1,1.067664325E-1,2.451812178E-1,9.836876869E0
5.621021785E1,9.718962759E-2,2.356792241E-1,9.838073730E0
5.621271329E1,8.649053425E-2,2.500444353E-1,9.843984604E0
5.621518270E1,9.487023950E-2,2.486976981E-1,9.820117950E0
5.621770259E1,1.139490381E-1,2.439092994E-1,9.828496933E0
5.622019824E1,1.199345440E-1,2.475005984E-1,9.835680008E0
5.622269250E1,1.258452237E-1,2.439092994E-1,9.829694748E0
5.622519714E1,1.174655184E-1,2.331353873E-1,9.822587013E0
5.622765828E1,1.186626181E-1,2.344073057E-1,9.844059944E0
5.623017716E1,9.479542077E-2,2.403928190E-1,9.823708534E0
5.623267281E1,1.067664325E-1,2.403928190E-1,9.836876869E0
5.623514152E1,1.102829129E-1,2.308908254E-1,9.841665268E0
5.623768518E1,1.114800200E-1,2.354547679E-1,9.805827141E0
5.624014717E1,1.173906997E-1,2.281973511E-1,9.801113129E0
5.624265193E1,1.161936000E-1,2.258779705E-1,9.804704666E0
5.624514746E1,1.257704049E-1,2.282721698E-1,9.810689926E0
5.624764168E1,1.378162354E-1,2.460790426E-1,9.797447205E0
5.625016150E1,1.292868853E-1,2.162263393E-1,9.802385330E0
5.625260595E1,1.173158810E-1,2.174234390E-1,9.799991608E0
5.625512646E1,1.245733052E-1,2.293944508E-1,9.803507805E0
5.625762182E1,1.292868853E-1,2.174234390E-1,9.802385330E0
5.626011588E1,1.269675046E-1,2.305915505E-1,9.803507805E0
5.626258573E1,1.351975799E-1,2.161515206E-1,9.791611671E0
5.626507999E1,1.446995586E-1,2.088941038E-1,9.783307076E0
5.626760087E1,1.268926859E-1,2.209399194E-1,9.791611671E0
5.627007128E1,1.351975799E-1,2.102408409E-1,9.797672272E0
5.627257153E1,1.423053592E-1,2.029834092E-1,9.795277596E0
5.627506058E1,1.399859786E-1,2.162263393E-1,9.809568405E0
5.627757108E1,1.387888789E-1,2.137573212E-1,9.790489197E0
5.628007544E1,1.268178672E-1,2.114379406E-1,9.797596931E0
5.628254679E1,1.173906997E-1,2.247556895E-1,9.822661400E0
5.628504012E1,1.221791059E-1,2.270002514E-1,9.804704666E0
5.628753544E1,1.209071875E-1,2.150292397E-1,9.797596931E0
5.629003011E1,1.066167951E-1,2.270750701E-1,9.803507805E0
5.629254777E1,1.112555638E-1,2.079214603E-1,9.798793793E0
5.629504512E1,1.113303825E-1,2.174234390E-1,9.795203209E0
5.629755945E1,9.816227108E-2,2.079214603E-1,9.795203209E0
5.630003495E1,1.102080941E-1,2.209399194E-1,9.780838013E0
5.630252954E1,9.935937077E-2,2.091185600E-1,9.792808533E0
5.630501851E1,1.017535701E-1,2.115127593E-1,9.798793793E0
5.630751932E1,7.788637280E-2,2.139817774E-1,9.795127869E0
5.630997432E1,9.569324553E-2,1.972971857E-1,9.813158989E0
5.631250932E1,1.113303825E-1,2.151040584E-1,9.799991608E0
5.631500516E1,9.217676520E-2,2.067243457E-1,9.786823273E0
5.631749906E1,9.816227108E-2,2.043301463E-1,9.796400070E0
5.631999499E1,1.006312892E-1,2.148796022E-1,9.762955666E0
5.632248779E1,1.124526635E-1,2.055272460E-1,9.797596931E0
5.632498401E1,1.040729582E-1,2.008884847E-1,9.805901527E0
5.632747990E1,1.065419763E-1,2.067243457E-1,9.784428596E0
5.632994804E1,1.099836379E-1,1.960252672E-1,9.786823273E0
5.633246968E1,9.561842680E-2,1.876455545E-1,9.779715538E0
5.633493798E1,1.039233208E-1,1.769464761E-1,9.792883873E0
5.633743591E1,1.039981395E-1,1.842038929E-1,9.805976868E0
5.633995418E1,1.147720441E-1,1.899649352E-1,9.780912399E0
5.634242545E1,1.075894386E-1,1.876455545E-1,9.789292336E0
5.634494425E1,1.135001257E-1,1.780687571E-1,9.783381462E0
5.634741288E1,1.063175201E-1,1.803881377E-1,9.775001526E0
5.634993302E1,9.337386489E-2,2.042553276E-1,9.759289742E0
5.635242863E1,9.329904616E-2,1.947533488E-1,9.764153481E0
5.635491784E1,9.935937077E-2,2.041805089E-1,9.753304482E0
5.635741776E1,1.041477770E-1,2.064250708E-1,9.723451614E0
5.635989705E1,1.100584567E-1,1.993172914E-1,9.735497475E0
5.636240787E1,1.029506698E-1,2.124105841E-1,9.723451614E0
5.636490319E1,8.858546615E-2,2.017114908E-1,9.725846291E0
5.636737300E1,9.120412171E-2,2.350806743E-1,9.716119766E0
5.636989266E1,1.137994006E-1,2.255786955E-1,9.736544609E0
5.637236849E1,9.965864569E-2,2.493710667E-1,9.722029686E0
5.637488216E1,1.211316437E-1,2.445826679E-1,9.731681824E0
5.637737748E1,1.019780263E-1,2.434603870E-1,9.728090286E0
5.637985018E1,1.043722332E-1,2.375497073E-1,9.735273361E0
5.638234167E1,1.008557454E-1,2.472761422E-1,9.766247749E0
5.638481775E1,9.008184075E-2,2.485480607E-1,9.773430824E0
5.638733146E1,1.057189703E-1,2.641851902E-1,9.800814629E0
5.638985180E1,9.247604012E-2,2.534860969E-1,9.796100616E0
5.639232511E1,9.494505823E-2,2.595464289E-1,9.813982010E0
5.639484151E1,1.022024825E-1,2.714426219E-1,9.815104485E0
5.639731107E1,8.791209012E-2,2.763806581E-1,9.834183693E0
5.639984216E1,7.960720360E-2,2.920926213E-1,9.862764359E0
5.640230098E1,9.876082093E-2,2.908206880E-1,9.860445023E0
5.640482214E1,9.868600219E-2,2.873041928E-1,9.854384422E0
5.640730973E1,9.389759600E-2,2.885012925E-1,9.850792885E0
5.640981099E1,9.030629694E-2,2.814683318E-1,9.868749619E0
5.641230635E1,1.081879884E-1,2.814683318E-1,9.872341156E0
5.641480098E1,1.200841814E-1,2.753331959E-1,9.852065086E0
5.641727026E1,1.188122630E-1,2.623147368E-1,9.879598618E0
5.641979057E1,1.116296574E-1,2.622399032E-1,9.860519409E0
5.642228605E1,1.092354506E-1,2.609679997E-1,9.844957352E0
5.642475508E1,1.188870817E-1,2.680757642E-1,9.840168953E0
5.642727527E1,1.449988335E-1,2.475754172E-1,9.828347206E0
5.642974576E1,1.151461378E-1,2.536357343E-1,9.822361946E0
5.643224133E1,1.174655184E-1,2.416647375E-1,9.817573547E0
5.643476017E1,1.211316437E-1,2.524386346E-1,9.822361946E0
5.643723002E1,1.090858132E-1,2.380734384E-1,9.815254211E0
5.643974983E1,1.258452237E-1,2.429366559E-1,9.829545021E0
5.644221932E1,1.161936000E-1,2.224363089E-1,9.796175957E0
5.644470361E1,1.269675046E-1,2.308160067E-1,9.805752754E0
5.644723474E1,1.305588186E-1,2.320879251E-1,9.815254211E0
5.644972880E1,1.161936000E-1,2.272247076E-1,9.802161217E0
5.645222440E1,1.399859786E-1,2.175730765E-1,9.790265083E0
5.645469376E1,1.208323687E-1,2.068739980E-1,9.789142609E0
5.645718969E1,1.173158810E-1,2.164507955E-1,9.801038742E0
5.645970955E1,1.244236678E-1,2.091185600E-1,9.777171135E0
5.646220475E1,8.858546615E-2,2.057517022E-1,9.793856621E0
5.646469893E1,1.220294684E-1,2.067991644E-1,9.777171135E0
5.646717016E1,1.196352690E-1,2.021604031E-1,9.798719406E0
5.646966325E1,1.052700579E-1,2.007388473E-1,9.764003754E0
5.647218424E1,9.105448425E-2,2.163759768E-1,9.774702072E0
5.647467924E1,1.040729582E-1,1.949029863E-1,9.780762672E0
5.647717350E1,8.851064742E-2,1.961000860E-1,9.774777412E0
5.647964335E1,1.005564705E-1,2.044797838E-1,9.783157349E0
5.648217045E1,1.100584567E-1,1.972223669E-1,9.777171135E0
5.648465889E1,9.561842680E-2,1.831564307E-1,9.779490471E0
5.648715372E1,8.619125932E-2,2.046294212E-1,9.765050888E0
5.648964786E1,9.097966552E-2,2.082207352E-1,9.763854027E0
5.649211780E1,9.696517140E-2,2.116623968E-1,9.753080368E0
5.649461238E1,9.576806426E-2,2.035071403E-1,9.777022362E0
5.649713314E1,1.005564705E-1,2.117372155E-1,9.767370224E0
5.649962805E1,1.006312892E-1,2.166004330E-1,9.778143883E0
5.650212264E1,1.041477770E-1,2.069488168E-1,9.762657166E0
5.650461788E1,1.126023009E-1,2.261772454E-1,9.781661034E0
5.650708703E1,9.950900823E-2,2.309656441E-1,9.786449432E0
5.650962724E1,1.030254886E-1,2.190694511E-1,9.793631554E0
5.651210282E1,1.114800200E-1,2.345569432E-1,9.790040016E0
5.651459700E1,1.126023009E-1,2.261024266E-1,9.770961761E0
5.651708178E1,1.222539246E-1,2.404676378E-1,9.789965630E0
5.651960782E1,1.185877994E-1,2.298433632E-1,9.803208351E0
5.652208239E1,1.114052013E-1,2.297685444E-1,9.792434692E0
5.652453906E1,1.126023009E-1,2.297685444E-1,9.790040016E0
5.652704634E1,1.161936000E-1,2.250549644E-1,9.802011490E0
5.652956620E1,1.115548387E-1,2.429366559E-1,9.786374092E0
5.653204443E1,1.150713190E-1,2.357540429E-1,9.791162491E0
5.653455664E1,1.019032076E-1,2.370259613E-1,9.797147751E0
5.653705232E1,1.055693328E-1,2.431611121E-1,9.827000618E0
5.653954622E1,1.066916138E-1,2.394949943E-1,9.816226959E0
5.654204126E1,1.091606319E-1,2.418143749E-1,9.797147751E0
5.654451078E1,9.614216536E-2,2.610428035E-1,9.813757896E0
5.654703125E1,1.152957752E-1,2.656067610E-1,9.786299706E0
5.654952116E1,9.247604012E-2,2.466775924E-1,9.804255486E0
5.655202075E1,1.031751260E-1,2.418891937E-1,9.807847023E0
5.655451579E1,1.020528451E-1,2.524386346E-1,9.772008896E0
5.655698938E1,8.656535298E-2,2.584989667E-1,9.777919769E0
5.655950606E1,8.910919726E-2,2.776525915E-1,9.793332100E0
5.656200134E1,9.135375917E-2,2.620154619E-1,9.769539833E0
5.656449552E1,8.664017171E-2,2.681505978E-1,9.802908897E0
5.656699528E1,9.973346442E-2,2.632125616E-1,9.774328232E0
5.656945996E1,1.069160700E-1,2.631377280E-1,9.773131371E0
5.657198063E1,8.776245266E-2,2.560299337E-1,9.774328232E0
5.657447591E1,9.606734663E-2,2.500444353E-1,9.776797295E0
5.657697005E1,9.614216536E-2,2.643348277E-1,9.771934509E0
5.657946533E1,1.188122630E-1,2.642600238E-1,9.768342972E0
5.658193913E1,1.247977614E-1,2.655319273E-1,9.777919769E0
5.658445483E1,1.081131697E-1,2.691232264E-1,9.775525093E0
5.658694983E1,1.057189703E-1,2.642600238E-1,9.763554573E0
5.658944450E1,1.164180562E-1,2.583493292E-1,9.769615173E0
5.659194909E1,1.129015759E-1,2.644096613E-1,9.787496567E0
5.659440901E1,1.068412513E-1,2.572270334E-1,9.780313492E0
5.659692948E1,1.152957752E-1,2.691232264E-1,9.783830643E0
5.659942492E1,1.212812811E-1,2.751087248E-1,9.780239105E0
5.660191890E1,1.271919608E-1,2.630629241E-1,9.775525093E0
5.660438867E1,1.259948611E-1,2.667290270E-1,9.779116631E0
5.660688383E1,1.116296574E-1,2.595464289E-1,9.768342972E0
5.660940438E1,1.164180562E-1,2.643348277E-1,9.781511307E0
5.661186751E1,1.115548387E-1,2.489969730E-1,9.805453300E0
5.661439363E1,1.212064624E-1,2.644844651E-1,9.802984238E0
5.661686316E1,1.259948611E-1,2.691980600E-1,9.795801163E0
5.661939815E1,1.188122630E-1,2.609679997E-1,9.820940971E0
5.662187858E1,1.104325503E-1,2.620154619E-1,9.787496567E0
5.662437382E1,1.271919608E-1,2.608931661E-1,9.804255486E0
5.662686832E1,1.200093627E-1,2.645592988E-1,9.823334694E0
5.662933785E1,1.187374368E-1,2.538602054E-1,9.823334694E0
5.663185738E1,1.200841814E-1,2.716670632E-1,9.810166359E0
5.663435290E1,1.223287433E-1,2.573766708E-1,9.818546295E0
5.663684859E1,1.247977614E-1,2.633621991E-1,9.817349434E0
5.663931730E1,1.080383509E-1,2.551321089E-1,9.834108353E0
5.664181282E1,9.846154600E-2,2.539350092E-1,9.822137833E0
5.664430729E1,1.115548387E-1,2.500444353E-1,9.822361946E0
5.664680200E1,9.861118346E-2,2.715922594E-1,9.819818497E0
5.664929716E1,9.965864569E-2,2.572270334E-1,9.818696022E0
5.665179232E1,1.044470519E-1,2.525882721E-1,9.834258080E0
5.665427571E1,1.224035621E-1,2.608183622E-1,9.823484421E0
5.665680692E1,1.080383509E-1,2.524386346E-1,9.812785149E0
5.665930294E1,1.115548387E-1,2.440589368E-1,9.815179825E0
5.666179817E1,1.187374368E-1,2.488473356E-1,9.819968224E0
5.666426644E1,1.127519384E-1,2.451812178E-1,9.806799889E0
5.666678690E1,1.092354506E-1,2.558054924E-1,9.780463219E0
5.666928243E1,9.591770917E-2,2.320131063E-1,9.794903755E0
5.667178991E1,9.232640266E-2,2.285714447E-1,9.806874275E0
5.667427136E1,9.464578331E-2,2.187701762E-1,9.772308350E0
5.667674402E1,1.042225957E-1,2.223614901E-1,9.780688286E0
5.667923600E1,1.161936000E-1,2.248305082E-1,9.794978142E0
5.668175708E1,1.209820062E-1,2.282721698E-1,9.780612946E0
5.668422428E1,1.042225957E-1,2.212391943E-1,9.788992882E0
5.668674625E1,8.514379710E-2,2.236334085E-1,9.785401344E0
5.668921557E1,1.113303825E-1,2.188449949E-1,9.791461945E0
5.669173596E1,9.823708981E-2,2.236334085E-1,9.786599159E0
5.669423161E1,1.042225957E-1,2.188449949E-1,9.786673546E0
5.669671110E1,9.225158393E-2,2.140565962E-1,9.781885147E0
5.669922147E1,1.018283889E-1,2.189946324E-1,9.811738014E0
5.670167151E1,9.344868362E-2,2.211643755E-1,9.772308350E0
5.670421049E1,1.150713190E-1,2.319382876E-1,9.783007622E0
5.670670621E1,1.090109944E-1,2.187701762E-1,9.785476685E0
5.670917667E1,1.197100878E-1,2.200420946E-1,9.792658806E0
5.671169600E1,1.234510243E-1,2.449567616E-1,9.772233963E0
5.671417623E1,1.114800200E-1,2.367266864E-1,9.792509079E0
5.671665954E1,1.018283889E-1,2.235585898E-1,9.780612946E0
5.671918095E1,1.198597252E-1,2.437596619E-1,9.775824547E0
5.672163761E1,1.126771197E-1,2.305167317E-1,9.751957893E0
5.672414453E1,1.103577316E-1,2.486228794E-1,9.763704300E0
5.672666471E1,1.007809266E-1,2.403180003E-1,9.769764900E0
5.672916044E1,1.161936000E-1,2.284218073E-1,9.785326958E0
5.673165433E1,1.127519384E-1,2.427121997E-1,9.772158623E0
5.673412577E1,1.080383509E-1,2.510170937E-1,9.764901161E0
5.673660677E1,1.282394230E-1,2.404676378E-1,9.800814629E0
5.673914030E1,1.079635322E-1,2.427870184E-1,9.784054756E0
5.674160103E1,1.138742194E-1,2.367266864E-1,9.764976501E0
5.674412919E1,1.164180562E-1,2.620154619E-1,9.803058624E0
5.674660905E1,1.009305641E-1,2.632125616E-1,9.803058624E0
5.674914294E1,1.176151559E-1,2.620154619E-1,9.812635422E0
5.675158830E1,1.091606319E-1,2.489221543E-1,9.815104485E0
5.675408870E1,1.164928749E-1,2.691980600E-1,9.810241699E0
5.675660400E1,1.140238568E-1,2.595464289E-1,9.797147751E0
5.675905810E1,1.021276638E-1,2.668786645E-1,9.809044838E0
5.676159285E1,9.142857790E-2,2.715922594E-1,9.798195839E0
5.676408890E1,8.791209012E-2,2.752583623E-1,9.804181099E0
5.676657202E1,1.081879884E-1,2.741360962E-1,9.829319954E0
5.676907865E1,8.656535298E-2,2.610428035E-1,9.828123093E0
5.677155530E1,9.262567759E-2,2.753331959E-1,9.824531555E0
5.677406819E1,9.157821536E-2,2.883516550E-1,9.806500435E0
5.677656364E1,8.791209012E-2,2.764554918E-1,9.810166359E0
5.677903414E1,8.678980917E-2,2.930652499E-1,9.794529915E0
5.678155269E1,1.023521200E-1,2.943371832E-1,9.814880371E0
5.678403178E1,1.034744084E-1,2.905962169E-1,9.785027504E0
5.678656449E1,8.200141042E-2,2.917933464E-1,9.770662308E0
5.678903804E1,1.047463268E-1,3.024924099E-1,9.782558441E0
5.679152698E1,8.432079107E-2,2.810942531E-1,9.788619041E0
5.679402775E1,8.559270948E-2,2.942623496E-1,9.784953117E0
5.679648193E1,7.728782296E-2,2.944119871E-1,9.805228233E0
5.679901452E1,8.678980917E-2,2.870049179E-1,9.776647568E0
5.680151147E1,8.551789075E-2,2.774281204E-1,9.773131371E0
5.680400036E1,1.190367192E-1,2.908954918E-1,9.796773911E0
5.680650187E1,7.601590455E-2,2.827402651E-1,9.796699524E0
5.680898966E1,1.010053828E-1,2.766799331E-1,9.797970772E0
5.681151802E1,1.033995822E-1,2.754079998E-1,9.786074638E0
5.681398734E1,1.010053828E-1,2.778022289E-1,9.789591789E0
5.681645870E1,9.030629694E-2,2.825906277E-1,9.790788651E0
5.681897660E1,1.081131697E-1,2.682254016E-1,9.787272453E0
5.682142720E1,1.117044762E-1,2.683002353E-1,9.798046112E0
5.682395740E1,9.135375917E-2,2.587982416E-1,9.801637650E0
5.682646175E1,1.032499447E-1,2.502689064E-1,9.776647568E0
5.682893078E1,1.093102694E-1,2.659060359E-1,9.805228233E0
5.683145154E1,1.008557454E-1,2.504185438E-1,9.798120499E0
5.683392513E1,1.115548387E-1,2.490717918E-1,9.789741516E0
5.683644096E1,1.164180562E-1,2.610428035E-1,9.794529915E0
5.683893644E1,1.068412513E-1,2.540846467E-1,9.823184967E0
5.684140535E1,1.151461378E-1,2.479495108E-1,9.801712036E0
5.684392598E1,1.044470519E-1,2.599205077E-1,9.796849251E0
5.684637683E1,1.010053828E-1,2.706196010E-1,9.790863037E0
5.684893522E1,9.487023950E-2,2.538602054E-1,9.774178505E0
5.685141080E1,1.080383509E-1,2.597708702E-1,9.775376320E0
5.685387443E1,1.009305641E-1,2.670283020E-1,9.786074638E0
5.685640031E1,8.903437853E-2,2.717418969E-1,9.772907257E0
5.685885746E1,1.044470519E-1,2.586486042E-1,9.781361580E0
5.686139363E1,1.022024825E-1,2.753331959E-1,9.781286240E0
5.686388546E1,9.988310188E-2,2.896235883E-1,9.771635056E0
5.686637398E1,9.748890251E-2,2.849099934E-1,9.776423454E0
5.686887483E1,1.021276638E-1,2.608931661E-1,9.759813309E0
5.687132613E1,9.621698409E-2,2.717418969E-1,9.766921043E0
5.687388122E1,9.509469569E-2,2.789993286E-1,9.784803391E0
5.687636019E1,9.142857790E-2,2.765302956E-1,9.769315720E0
5.687883122E1,9.741408378E-2,2.753331959E-1,9.769315720E0
5.688134969E1,8.544307202E-2,2.718915343E-1,9.791985512E0
5.688381872E1,9.142857790E-2,2.665793896E-1,9.775674820E0
5.688631421E1,9.726444632E-2,2.522141933E-1,9.775750160E0
5.688880871E1,8.304887265E-2,2.642600238E-1,9.787570953E0
5.689134021E1,8.185177296E-2,2.665793896E-1,9.769615173E0
5.689382377E1,8.536825329E-2,2.522889972E-1,9.776872635E0
5.689630029E1,9.606734663E-2,2.534860969E-1,9.780463219E0
5.689881384E1,8.895955980E-2,2.546831965E-1,9.786449432E0
5.690128194E1,9.614216536E-2,2.594715953E-1,9.790040016E0
5.690377779E1,9.614216536E-2,2.568529546E-1,9.755399704E0
5.690627307E1,1.068412513E-1,2.546831965E-1,9.788843155E0
5.690879354E1,8.776245266E-2,2.558802962E-1,9.780463219E0
5.691128816E1,1.104325503E-1,2.534112930E-1,9.776947021E0
5.691378369E1,9.367313981E-2,2.546083927E-1,9.774477959E0
5.691626986E1,9.255085886E-2,2.572270334E-1,9.806724548E0
5.691874796E1,9.374795854E-2,2.570773959E-1,9.786449432E0
5.692126782E1,1.044470519E-1,2.583493292E-1,9.798419952E0
5.692376326E1,1.080383509E-1,2.546831965E-1,9.792434692E0
5.692625769E1,1.033247635E-1,2.617909908E-1,9.785251617E0
5.692875342E1,1.032499447E-1,2.583493292E-1,9.804330826E0
5.693122416E1,9.733926505E-2,2.644096613E-1,9.813907623E0
5.693374239E1,9.270049632E-2,2.822913527E-1,9.803058624E0
5.693623816E1,9.150339663E-2,2.787000537E-1,9.807847023E0
5.693870683E1,9.150339663E-2,2.798223197E-1,9.795876503E0
5.694123596E1,9.509469569E-2,2.810942531E-1,9.812635422E0
5.694370918E1,9.030629694E-2,2.800467908E-1,9.832911491E0
5.694621708E1,9.629180282E-2,2.870797515E-1,9.811364174E0
5.694871248E1,1.070657074E-1,2.858078182E-1,9.806650162E0
5.695120654E1,8.200141042E-2,2.858826518E-1,9.802984238E0
5.695371720E1,8.319851011E-2,2.835632563E-1,9.816152573E0
5.695617452E1,9.038111567E-2,2.929156125E-1,9.779116631E0
5.695869136E1,9.389759600E-2,2.833388150E-1,9.781511307E0
5.696118701E1,9.876082093E-2,2.953846455E-1,9.796998978E0
5.696368123E1,9.412205219E-2,3.147627115E-1,9.814655304E0
5.696620361E1,1.023521200E-1,2.967313826E-1,9.790863037E0
5.696864595E1,9.636662155E-2,2.896235883E-1,9.795651436E0
5.697116605E1,1.105821878E-1,2.811690569E-1,9.798120499E0
5.697366170E1,1.094599068E-1,2.895487547E-1,9.789741516E0
5.697617732E1,1.106570065E-1,2.906710505E-1,9.788543701E0
5.697862565E1,9.509469569E-2,2.836380899E-1,9.796923637E0
5.698112020E1,1.033995822E-1,2.739864588E-1,9.786224365E0
5.698364046E1,1.237502992E-1,2.834884524E-1,9.792135239E0
5.698613643E1,1.045966893E-1,2.739864588E-1,9.787422180E0
5.698860494E1,1.082628071E-1,2.859574556E-1,9.788543701E0
5.699110022E1,9.973346442E-2,2.693476975E-1,9.804181099E0
5.699359924E1,1.237502992E-1,2.822913527E-1,9.783830643E0
5.699611519E1,1.106570065E-1,2.858826518E-1,9.781361580E0
5.699861084E1,1.045218706E-1,2.655319273E-1,9.768342972E0
5.700107951E1,1.236754805E-1,2.763058543E-1,9.780239105E0
5.700357466E1,1.010053828E-1,2.751835585E-1,9.781435966E0
5.700606962E1,1.010053828E-1,2.715922594E-1,9.788619041E0
5.700858952E1,1.022773013E-1,2.810194194E-1,9.761085510E0
5.701108537E1,9.142857790E-2,2.714426219E-1,9.747992516E0
5.701355680E1,9.733926505E-2,2.642600238E-1,9.751583099E0
5.701604964E1,8.185177296E-2,2.689735889E-1,9.736021042E0
5.701854402E1,8.424597234E-2,2.641103864E-1,9.726519585E0
5.702106429E1,8.903437853E-2,2.665045857E-1,9.731307983E0
5.702355989E1,9.030629694E-2,2.748842835E-1,9.724050522E0
5.702603035E1,1.057937890E-1,2.783259451E-1,9.718139648E0
5.702852628E1,1.082628071E-1,2.866308391E-1,9.704896927E0
5.703101847E1,7.728782296E-2,2.903717756E-1,9.717989922E0
5.703350671E1,9.389759600E-2,2.784007788E-1,9.724050522E0
5.703600838E1,1.024269387E-1,3.083283007E-1,9.734674454E0
5.703852905E1,8.686462790E-2,2.963572741E-1,9.722778320E0
5.704101428E1,1.084124446E-1,3.107225001E-1,9.737069130E0
5.704351754E1,8.806172758E-2,2.950105369E-1,9.757643700E0
5.704601355E1,1.035492271E-1,2.974047363E-1,9.760038376E0
5.704850899E1,1.058686078E-1,2.843114436E-1,9.770886421E0
5.705098563E1,1.024269387E-1,3.071312010E-1,9.794678688E0
5.705349821E1,1.071405262E-1,3.023427725E-1,9.788693428E0
5.705599328E1,1.238999367E-1,3.012205064E-1,9.809044838E0
5.705846281E1,1.023521200E-1,2.953846455E-1,9.826926231E0
5.706098303E1,9.988310188E-2,2.835632563E-1,9.837775230E0
5.706345638E1,1.082628071E-1,2.834884524E-1,9.838972092E0
5.706597282E1,1.034744084E-1,2.858826518E-1,9.835380554E0
5.706846834E1,1.094599068E-1,2.895487547E-1,9.852065086E0
5.707093717E1,1.164928749E-1,2.668786645E-1,9.853411674E0
5.707345796E1,1.091606319E-1,2.489969730E-1,9.859472275E0
5.707594279E1,1.308580935E-1,2.729389966E-1,9.882067680E0
5.707844743E1,9.965864569E-2,2.564040422E-1,9.888052940E0
5.708094295E1,1.080383509E-1,2.540098429E-1,9.892841339E0
5.708341243E1,9.240122139E-2,2.394949943E-1,9.860669136E0
5.708593258E1,1.319055557E-1,2.513911724E-1,9.867852211E0
5.708840499E1,1.138742194E-1,2.370259613E-1,9.854758263E0
5.709093636E1,1.449240148E-1,2.393453568E-1,9.867926598E0
5.709341723E1,1.270423234E-1,2.440589368E-1,9.847576141E0
5.709588635E1,1.114052013E-1,2.247556895E-1,9.803433418E0
5.709840686E1,1.305588186E-1,2.307411879E-1,9.814207077E0
5.710086495E1,1.114800200E-1,2.305915505E-1,9.779490471E0
5.710341544E1,1.126771197E-1,2.341080308E-1,9.761609077E0
5.710589209E1,1.078887135E-1,2.281225324E-1,9.762805939E0
5.710836068E1,9.831190854E-2,2.327612936E-1,9.734075546E0
5.711088143E1,1.269675046E-1,2.290951759E-1,9.736544609E0
